"Code","sumril2004q1","sumril2004q2","sumril2004q3","sumril2004q4","sumril2005q1","sumril2005q2","sumril2005q3","sumril2005q4","sumril2006q1","sumril2006q2","sumril2006q3","sumril2006q4","sumril2007q1","sumril2007q2","sumril2007q3","sumril2007q4","sumril2008q1","sumril2008q2","sumril2008q3","sumril2008q4","sumril2009q1","sumril2009q2","sumril2009q3","sumril2009q4","sumril2010q1","sumril2010q2","sumril2010q3","sumril2010q4","sumril2011q1","sumril2011q2","sumril2011q3","sumril2011q4","sumril2012q1","sumril2012q2","sumril2012q3","sumril2012q4","sumril2013q1","sumril2013q2","sumril2013q3","sumril2013q4","sumril2014q1","sumril2014q2","sumril2014q3","sumril2014q4","sumril2015q1","sumril2015q2","sumril2015q3","sumril2015q4"
"VAA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-626,323,-46,233,-133,-55,-130,-493,80,-315,43,97,178,-679,119,676,-63,306,-1268,428,-394,603,-172,-455,-54,395,-52
"VAM",114,128,42,-456,-64,-79,-97,-160,267,-47,-111,-1011,592,-35,-333,-848,388,223,-219,-798,-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-602,819,311,380,-34,-18,-658,-818,4,-307,-318,32,126,-1105,294,941,-508,234,-2453,904,-674,1188,-268,-631,160,758,-231
"VED",-52,114,-49,-24,0,-7,-54,122,-92,-109,18,16,19,-79,97,-181,-26,-24,-69,60,-69,-65,54,61,31,24,12,14,-5,-20,26,154,66,-790,564,-828,-257,1045,7,-125,539,354,487,542,337,598,-995,683
"VEG",73,112,117,24,-7,77,-6,-9,18,-14,-43,8,52,8,-83,-109,329,121,67,-377,-372,-54,-132,32,-27,-29,-74,8,50,17,-22,7,44,4,-72,11,125,74,7,-66,-152,54,138,43,138,15,36,63
"VET",10,46,-26,28,-1,2,31,-12,41,-6,17,-118,20,-11,-46,-92,-59,-65,-140,-33,52,-29,10,14,23,38,39,45,-44,-2,-31,-41,29,-52,-34,-98,19,14,9,-32,28,23,30,-1,-21,15,42,-176
"VID",0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,99,-993,780,-387,-1292,-1211,46,1212,121,-2348,-1089,-3200,-2840,127,-277,234,-1194,960,1084,3727,-2965,4964
"VOC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,-51,8,65,93,57,14,-37,-132,-143,-173,-116,88,-230,-328,-98,26,87,-63,-2,-113,19,135,114,-37,-86
"WAT",0,0,1,27,0,28,-106,37,156,154,-242,-271,50,325,249,-206,91,376,-113,-94,-154,0,0,-13,0,0,0,21,0,0,0,0,0,104,110,301,49,19,148,34,55,11,132,-56,-7,251,-165,-32
"WCL",-250,284,272,147,86,-34,596,-49,188,46,-432,186,700,321,-167,-1175,876,79,-785,585,-1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WCO",-233,252,289,148,84,-26,562,-62,179,34,-444,216,672,270,-175,-1100,854,64,-739,639,-1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WCR",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-57,-36,100,-22,-34,10,-83,-202,-9,48,-56,3,92,-64,-8,-80,26,9,-94,-12,46,46,-25,1,-9,23,69
"WEL",10,-49,171,-386,10,-20,129,-82,16,-174,-217,-377,-156,-79,2,-68,-33,-120,-99,-446,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WGC",-216,253,268,165,69,-50,524,-72,231,103,-418,227,621,260,-121,-1096,768,-41,-615,456,-1665,-770,669,213,840,-314,-196,-781,-1256,-2,44,-163,-765,144,-219,-771,63,-695,-573,-2081,603,-861,105,-678,296,568,-551,281
"WHE",229,310,-405,-240,413,-126,716,-195,193,-451,-23,-8,163,654,100,-414,39,1272,-322,-900,-438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WHG",655,639,-1333,-490,644,209,1254,-1138,-493,-821,747,300,-119,1051,-137,-821,-141,1678,452,367,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1295,101,-1120,567,-252,-1153,784,72,-199,1453,1225,300,36,-24,-142,297,172,-623,-802,258,1035,428,226,-199,128,1196
"WIC",-45,14,21,2,7,24,37,12,20,-11,-36,15,-19,11,-17,-66,108,24,-60,97,-131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WIN",31,94,93,-111,-2,98,48,-61,12,56,-49,-64,137,38,-47,-32,191,64,91,161,-168,-240,-54,37,1,-29,8,-95,-43,46,67,-124,23,-70,-129,73,74,116,65,-115,-316,104,0,145,210,-91,4,144
"WRS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214,-206,-154,118,323,299,-100,51,-64,418,-170,37,-250,-318,-277,-224,-40,-48,-11,-63,79,-39,-57,-575,-250,-336,166
"WSG",28,-13,-1,-19,7,0,0,-3,-72,-60,8,-26,71,0,-36,61,-22,80,-65,85,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WSM",0,0,1,27,0,0,0,-32,0,0,0,-124,0,0,0,149,0,1,0,-88,0,0,0,-80,0,0,0,87,0,0,0,104,0,0,-1,90,0,0,0,-74,0,0,0,-205,0,0,0,23
"WTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-125,-14,-162,149,-19,2,-101,553,28,-82,5,-188,64,-41,101,129,-42,73,-168,148,3,-95,11,52,206,-126,92
"WTR",0,14,3,0,2,3,-2,-18,-8,9,-20,-5,17,7,-22,-30,-4,1,-19,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUG",-18,31,-16,-1,3,-8,35,13,9,13,12,-30,27,51,7,-75,22,16,-46,-54,-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
