"","Table 1#6#4# Price Indexes for Gross Domestic Purchases         ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229","F230","F231","F232","F233","F234","F235","F236","F237","F238","F239","F240","F241","F242","F243","F244","F245"
"51","43","      Consumption expenditures","B542RG3",10.55,9.98,11.217,11.246,10.635,10.294,10.196,10.102,11.036,11.115,10.933,11.37,11.426,11.3,10.88,9.946,11.946,11.294,11.092,11.23,11.766,11.891,12.022,12.248,12.273,12.399,12.272,12.456,12.247,12.52,12.396,12.53,12.997,13.226,12.964,12.992,12.999,13.211,13.45,13.292,13.481,13.72,13.739,14.035,14.503,14.9,14.837,14.952,15.022,14.861,14.609,14.594,14.673,14.664,15.186,15.316,15.541,15.447,15.479,15.525,15.869,15.836,15.872,16.34,16.112,16.172,16.279,16.379,16.74,16.941,17.329,17.369,17.478,17.499,17.634,17.966,18.223,18.237,18.607,18.726,18.729,18.884,18.994,19.201,19.7,19.95,20.382,20.756,20.772,20.909,21.553,21.806,22.888,23.306,23.476,23.526,24.425,25.026,25.339,25.605,26.035,26.233,26.411,26.888,27.467,27.642,27.859,28.611,28.728,29.6,30.2,31.542,32.466,33.11,33.837,34.946,35.144,35.485,36.038,37.245,38.117,38.642,38.835,39.859,39.899,40.19,40.567,41.773,42.288,42.809,43.454,45.335,46.115,46.864,47.773,50.416,51.409,51.805,52.159,53.909,54.667,55.15,55.622,57.076,57.516,57.724,58.11,57.857,58.553,59.216,59.858,60.228,61.36,61.815,61.561,62.388,62.786,63.456,63.797,64.036,64.417,64.63,64.896,65.102,66.244,67.013,67.05,66.635,68.18,68.689,69.177,69.762,70.107,71.32,71.325,72.95,75.283,75.648,75.828,75.654,76.281,76.75,77.285,78.637,79.882,80.383,81.476,82.016,82.918,84.094,83.74,84.574,86.195,85.911,86.094,89.791,90.157,88.438,88.899,89.753,91.167,91.512,91.912,92.852,93.011,93.307,93.497,93.756,95.209,95.976,96.869,97.918,99.422,98.584,100.637,101.357,101.126,101.55,102.138,103.131,106.629,106.456,106.072,106.213,109.95,110.459,110.698,110.928,115.026,116.613,117.018,117.462,120.613,121.188,122.252,122.091,125.002,126.13,126.335,126.866,128.942,129.961
"52","44","      Gross investment","B798RG3",19.683,20.024,24.35,22.523,22.173,22.449,23.731,23.483,24.277,24.95,21.151,23.152,22.726,22.509,22.502,23.421,24.185,24.342,25.15,24.254,24.934,25.815,26.337,26.211,26.539,25.672,26.22,25.752,25.69,25.179,25.46,25.042,24.865,25.068,25.46,25.509,25.834,26.505,26.975,27.083,27.271,28.147,28.683,28.814,27.775,28.184,28.265,28.397,28.814,28.975,29.031,28.896,29.053,29.194,29.374,29.399,29.172,29.28,29.46,29.646,29.885,30.052,30.111,30.343,30.473,30.702,30.509,31.36,31.692,32.593,32.185,31.942,31.707,31.253,31.285,31.445,31.679,32.113,32.151,32.718,33.092,33.524,33.823,33.871,34.649,35.141,35.357,35.699,35.816,36.377,37.103,37.818,39.11,39.881,40.769,41.358,42.156,42.486,43.034,43.874,44.144,44.535,44.887,45.411,46.01,46.643,47.259,48.156,49.092,50.658,52.608,54.924,56.728,58.011,58.7,59.446,60.067,60.48,60.939,61.558,62.627,63.31,63.891,64.411,64.815,65.375,66.169,67.093,68.341,69.686,71.126,73.386,74.284,75.901,77.587,79.169,80.915,82.686,84.245,85.724,86.948,87.906,88.333,88.789,88.609,88.416,88.268,88.262,88.441,88.79,88.991,89.093,89.46,89.578,89.779,89.955,90.087,90.318,90.712,91.333,91.225,91.349,91.674,92.284,92.861,93.407,93.835,94.613,95.141,95.624,96.02,96.391,96.982,97.491,98.091,98.83,99.488,99.496,99.336,99.145,98.689,98.673,98.532,98.703,99.316,99.561,99.742,99.939,100.189,100.682,100.788,101.169,101.75,102.357,102.569,102.944,102.491,101.69,101.353,100.995,100.588,100.466,100.107,100.03,99.202,99.014,98.726,98.452,98.86,98.93,98.844,99.225,99.458,99.801,100.218,100.523,100.147,100.702,100.093,100.145,99.859,99.404,99.094,99.101,99.328,99.359,99.179,98.98,99.458,99.984,100.439,101.192,101.969,102.236,102.445,102.863,103.542,104.221,104.474,104.852,104.988,104.908
"53","45","  State and local","B829RG3",8.831,8.981,9.176,9.472,9.814,10.02,10.384,10.546,10.427,10.261,10.243,10.177,10.087,10.162,10.463,10.772,11.147,11.342,11.55,11.7,11.708,11.848,12.085,12.068,12.195,12.154,12.153,12.132,12.099,12.376,12.446,12.518,12.421,12.468,12.679,12.834,13.125,13.305,13.533,13.669,13.808,14.011,14.071,14.059,14.026,14.149,14.232,14.288,14.452,14.473,14.474,14.501,14.64,14.709,14.774,14.83,14.906,15.045,15.148,15.272,15.473,15.544,15.572,15.667,15.796,15.883,15.921,16.046,16.119,16.199,16.273,16.345,16.508,16.605,16.746,16.881,17.11,17.401,17.645,17.874,18.166,18.356,18.608,18.824,19.124,19.355,19.527,19.893,20.198,20.605,20.965,21.353,21.839,22.307,22.701,23.104,23.578,23.98,24.29,24.503,24.992,25.287,25.7,26.117,26.727,27.276,27.686,28.221,29.015,29.993,31.049,31.941,32.574,33.255,33.764,34.329,34.869,35.402,35.758,36.222,36.898,37.553,38.193,38.844,39.422,40.082,40.688,41.243,42.228,43.219,44.704,45.626,46.894,48.216,49.535,50.789,52.38,53.437,54.117,54.904,55.854,56.746,57.613,58.347,58.761,59.392,59.984,60.526,61.478,62.094,62.628,63.145,63.942,64.484,64.972,65.557,65.903,66.174,66.752,67.668,68.505,69.143,69.789,70.007,70.557,71.237,71.822,72.324,73.033,73.704,74.081,74.942,76.108,76.831,77.726,78.764,79.2,79.393,79.918,80.214,80.567,81.167,81.541,81.924,82.726,83.177,83.426,83.848,84.789,85.091,85.735,86.274,87.173,87.678,87.971,88.288,89.285,89.268,89.86,90.422,91.055,91.136,91.405,92.06,92.274,92.612,93.154,93.697,94.162,95.157,96.146,97.205,98.707,99.483,100.504,101.306,102.245,102.789,103.121,103.315,103.997,105.064,105.943,106.734,108.84,109.144,110.041,110.822,112.088,113.369,115.077,117.191,118.677,120.443,122.825,125.087,125.938,127.998,129.271,130.272,132.499,134.647
"54","46","      Consumption expenditures","B991RG3",7.608,7.736,7.878,8.133,8.434,8.6,8.933,9.107,9.008,8.883,8.916,8.877,8.902,9.006,9.249,9.458,9.704,9.824,10.003,10.161,10.226,10.335,10.523,10.6,10.709,10.722,10.717,10.812,10.887,11.096,11.248,11.306,11.323,11.371,11.44,11.568,11.798,11.892,12.066,12.199,12.355,12.526,12.611,12.676,12.773,12.871,12.925,13.004,13.191,13.285,13.328,13.399,13.597,13.689,13.773,13.848,13.946,14.123,14.255,14.404,14.623,14.679,14.705,14.797,14.957,15.047,15.085,15.22,15.31,15.402,15.488,15.565,15.724,15.795,15.944,16.079,16.347,16.6,16.875,17.107,17.467,17.722,17.976,18.205,18.459,18.714,18.946,19.27,19.541,19.917,20.312,20.663,21.161,21.585,21.953,22.292,22.773,23.165,23.479,23.63,24.152,24.463,24.875,25.262,25.875,26.4,26.764,27.233,27.871,28.587,29.377,30.121,30.707,31.478,32.053,32.671,33.269,33.833,34.236,34.731,35.424,36.117,36.76,37.436,38.014,38.625,39.17,39.666,40.642,41.561,43.038,43.839,45.07,46.335,47.543,48.704,50.264,51.235,51.799,52.518,53.47,54.316,55.186,56.009,56.484,57.231,57.915,58.555,59.657,60.338,60.931,61.519,62.386,62.989,63.512,64.123,64.448,64.623,65.178,66.112,67.016,67.661,68.305,68.49,69.029,69.76,70.361,70.889,71.672,72.35,72.69,73.642,74.936,75.663,76.587,77.809,78.311,78.458,79.052,79.46,79.936,80.583,80.997,81.379,82.207,82.643,82.914,83.328,84.321,84.6,85.215,85.715,86.623,87.102,87.352,87.623,88.723,88.685,89.312,89.94,90.613,90.586,90.867,91.513,91.766,92.183,92.728,93.279,93.769,94.832,95.953,97.06,98.716,99.406,100.514,101.365,102.386,102.999,103.328,103.423,104.15,105.333,106.339,107.275,109.694,110.05,111.135,112.026,113.411,114.498,115.876,117.827,119.405,121.119,123.467,125.812,126.617,128.54,129.721,130.412,132.344,134.666
"55","47","      Gross investment","B799RG3",13.624,13.858,14.339,14.792,15.273,15.649,16.101,16.168,15.967,15.622,15.379,15.202,14.629,14.579,15.105,15.819,16.713,17.204,17.524,17.639,17.417,17.678,18.107,17.717,17.914,17.665,17.679,17.231,16.827,17.347,17.151,17.273,16.799,16.849,17.532,17.786,18.298,18.766,19.185,19.339,19.431,19.752,19.738,19.475,19.027,19.238,19.421,19.405,19.504,19.303,19.171,19.057,19.006,19.004,19.012,19.009,19.016,19.039,19.05,19.101,19.26,19.381,19.422,19.531,19.568,19.653,19.691,19.798,19.824,19.869,19.912,19.975,20.164,20.347,20.475,20.619,20.749,21.175,21.34,21.575,21.682,21.693,21.956,22.147,22.611,22.789,22.79,23.313,23.75,24.284,24.549,25.088,25.552,26.212,26.721,27.398,27.866,28.328,28.635,29.121,29.49,29.72,30.15,30.714,31.319,31.993,32.627,33.484,35.021,37.237,39.581,41.229,42.137,42.382,42.545,42.841,43.084,43.463,43.558,43.836,44.412,44.85,45.466,45.964,46.542,47.468,48.391,49.251,50.27,51.634,53.162,54.687,56.147,57.755,59.639,61.367,63.106,64.597,65.914,67.07,67.996,69.132,69.957,70.137,70.172,70.073,70.108,70.068,70.148,70.4,70.613,70.747,71.16,71.383,71.687,72.132,72.585,73.34,74.026,74.841,75.328,75.929,76.579,76.963,77.559,77.979,78.479,78.852,79.201,79.827,80.381,80.803,81.364,82.057,82.819,82.998,83.14,83.545,83.747,83.518,83.309,83.691,83.871,84.259,84.929,85.455,85.596,86.06,86.748,87.159,87.942,88.656,89.516,90.144,90.636,91.167,91.677,91.757,92.187,92.463,92.925,93.463,93.688,94.388,94.436,94.414,94.946,95.456,95.807,96.512,96.937,97.796,98.672,99.8,100.464,101.064,101.674,101.949,102.295,102.879,103.382,103.991,104.362,104.587,105.467,105.567,105.728,106.082,106.87,108.912,111.917,114.689,115.813,117.792,120.316,122.247,123.286,125.891,127.534,129.782,133.194,134.646
"56",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","48","  Final sales of computers to domestic purchasers \2\","W489RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5859.154,5287.078,4862.632,4560.224,4574.7,4445.601,4192.168,3902.854,3697.542,3433.876,3195.91,3035.978,3036.22,3007.661,2926.904,2790.249,2692.934,2647.416,2594.103,2568.586,2362.86,2212.892,2079.675,1998.245,1877.963,1788.247,1715.842,1668.86,1599.206,1535.259,1480.604,1411.59,1310.946,1271.075,1282.438,1271.982,1175.979,1109.9,1062.594,1065.003,1054.157,1025.933,1009.56,1000.835,993.69,960.833,947.524,915.333,873.372,859.119,856.576,840.066,814.552,785.583,733.262,705.499,685.423,649.267,615.455,592.578,571.782,543.247,519.82,497.847,488.427,479.305,464.454,441.051,420.096,401.922,376.812,351.749,324.642,295.683,278.13,260.203,240.42,224.536,208.613,195.183,177.622,163.252,148.591,137.286,127.876,120.545,114.155,109.375,105.799,101.478,98.073,94.65,86.092,81.613,76.803,72.397,69.233,67.328,64.828,61.901,59.37,57.385,55.328,54.191,53.381,52.462,50.89,48.95,47.059,45.349,43.484,41.817,40.414,38.711,37.438,36.573,35.863,34.766
"58","49","  Gross domestic purchases excluding final sales of computers to domestic purchasers","BB05RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.363,43.2,43.965,44.822,45.683,46.855,48.061,49.255,50.627,51.886,53.086,54.51,55.946,56.949,57.846,58.871,59.669,60.324,61.138,61.776,62.195,62.657,63.305,63.698,64.531,65.137,65.616,65.986,66.656,67.07,67.452,68.019,68.448,68.598,69.088,69.612,70.348,70.875,71.481,71.981,72.617,73.35,74.046,74.717,75.555,76.389,76.853,77.447,78.529,79.276,80.161,81.158,81.827,82.182,82.747,83.263,83.813,84.341,84.886,85.342,85.908,86.463,86.818,87.265,87.745,88.227,88.898,89.362,89.941,90.437,90.841,91.322,91.953,92.36,92.823,93.415,93.914,94.11,94.409,94.787,94.905,95.132,95.524,95.939,96.361,97.01,97.57,98.204,99.183,99.688,100.314,100.815,101.631,102.279,102.606,102.832,103.27,103.944,104.427,105.049,106.175,106.369,107.004,107.54,108.693,109.84,110.633,111.683,112.734,113.766,115.12,116.224,117.052,118.34,119.124,119.188,120.333,121.546
"59","50","  Food","B981RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.22,63.792,64.276,64.379,64.692,65.429,65.478,65.527,66.765,67.184,67.764,67.887,68.21,68.337,68.449,69.002,69.482,69.892,70.677,71.21,71.914,72.485,72.894,73.109,73.466,74.02,74.993,75.521,76.611,77.8,78.601,79.304,80.712,81.233,82.244,82.756,83.866,84.647,84.65,84.69,84.978,85.171,85.619,85.821,86.073,86.606,86.827,87.32,87.525,87.796,88.408,88.727,89.247,89.875,90.205,90.622,91.212,92.005,92.87,93.629,93.883,94.143,94.561,94.962,95.357,95.672,96.079,96.653,97.117,97.462,97.896,98.462,99.015,99.638,100.435,100.912,101.772,102.509,103.407,103.997,104.508,104.734,104.89,105.278,105.802,106.434,107.135,108.157,108.897,110.015,110.663,111.268,111.562,112.504,112.876,113.548,114.233,114.712,115.559,116.156,117.588,118.968
"60","51","  Energy goods and services","B982RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.698,77.045,79.291,80.052,77.915,79.107,79.934,79.491,79.844,80.192,79.609,79.728,79.679,80.922,80.283,80.741,77.407,69.032,66.516,65.175,68.783,69.786,71.823,71.538,70.301,70.577,71.291,70.925,72.381,77.247,75.56,75.107,78.661,77.466,81.342,89.756,84.152,80.703,80.65,81.544,80.344,81.401,82.656,83.213,83.137,82.837,81.751,82.496,81.874,81.27,83.585,83.76,83.655,83.797,83.207,82.714,85.264,88.2,87.237,89.462,90.977,86.919,87.199,87.654,82.486,80.558,79.706,78.522,77.365,82.327,86.411,89.244,95.687,98.155,101.959,104.199,106.555,108.189,102.252,92.164,90.136,96.06,97.545,100.306,111.483,106.34,109.216,107.949,114.388,120.295,122.291,129.409,129.857,137.057,153.352,158.758,157.028,167.799,168.746,151.865,157.229,173.926
"61","52","  Gross domestic purchases excluding food and energy","B983RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.013,61.845,62.642,63.385,63.953,64.328,65.018,65.442,66.25,66.903,67.431,67.84,68.573,68.96,69.419,69.976,70.567,71.138,71.777,72.413,72.954,73.417,73.95,74.542,75.325,76.102,76.766,77.521,78.309,78.868,79.403,80.023,80.915,81.798,82.525,83.199,84.134,84.619,85.241,85.774,86.438,86.942,87.421,87.875,88.49,89.05,89.459,89.845,90.404,90.957,91.523,91.967,92.539,92.985,93.368,93.814,94.241,94.341,94.742,95.138,95.493,95.789,95.958,96.222,96.424,96.609,96.907,97.25,97.618,97.989,98.296,98.756,99.466,99.793,100.191,100.549,101.127,101.628,102.093,102.679,103.15,103.579,103.99,104.465,105.127,105.47,105.936,106.462,107.379,108.272,108.969,109.728,110.804,111.507,112.247,113.136,114.018,114.909,115.612,116.274,117.156,117.641
"62","53","  Gross domestic product","B191RG3",15.115,15.335,15.59,15.912,16.093,16.276,16.563,16.555,16.514,16.405,16.267,16.272,16.206,16.279,16.608,16.881,17.47,17.564,17.621,17.848,17.862,17.944,18.083,18.149,18.163,18.204,18.266,18.327,18.405,18.44,18.432,18.457,18.531,18.636,18.771,18.898,19.086,19.265,19.485,19.604,19.832,19.971,20.124,20.23,20.407,20.497,20.554,20.588,20.68,20.711,20.77,20.853,20.903,20.995,21.093,21.186,21.21,21.249,21.305,21.36,21.482,21.538,21.596,21.671,21.732,21.754,21.794,21.923,22.001,22.073,22.18,22.282,22.38,22.479,22.578,22.717,22.857,23.071,23.293,23.498,23.611,23.759,23.977,24.242,24.503,24.777,25.017,25.367,25.622,25.966,26.345,26.678,27.051,27.437,27.655,28.009,28.429,28.809,29.097,29.329,29.814,29.989,30.264,30.62,31.025,31.542,32.147,32.703,33.371,34.11,35.164,36.24,37.077,37.622,38.324,39.005,39.443,39.866,40.405,41.096,41.781,42.452,43.036,43.762,44.493,45.35,46.133,47.074,47.929,49.092,50.102,51.088,52.209,53.362,54.572,56.105,57.566,58.582,59.661,60.704,61.563,62.33,63.193,63.866,64.413,64.881,65.542,66.02,66.838,67.439,67.989,68.392,69.18,69.542,69.876,70.299,70.66,71.001,71.455,71.96,72.514,72.904,73.45,73.948,74.564,75.296,76.178,76.786,77.588,78.342,78.913,79.433,80.389,81.326,82.053,82.689,83.662,84.194,84.772,85.2,85.766,86.212,86.587,87.042,87.729,88.204,88.599,89.03,89.598,89.98,90.525,90.958,91.554,91.891,92.281,92.734,93.302,93.615,94.064,94.455,94.963,95.291,95.541,95.864,96.096,96.284,96.62,96.901,97.274,97.701,98.022,98.475,99.292,99.78,100.241,100.687,101.507,102.29,102.69,103.122,103.553,103.944,104.347,104.926,105.742,106.076,106.616,107.204,108.18,109.185,109.807,110.677,111.745,112.455,113.422,114.398,115.363,116.35,117.03,117.527,118.75,119.542
"63","54","      Gross domestic product excluding final sales of computers","BB00RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.354,43.195,43.963,44.881,45.701,46.824,47.809,48.778,49.874,51.01,52.204,53.703,55.115,56.099,57.15,58.176,59.022,59.772,60.62,61.281,61.855,62.348,63.033,63.526,64.362,64.981,65.551,65.97,66.773,67.16,67.514,67.963,68.365,68.722,69.158,69.661,70.261,70.681,71.245,71.732,72.345,73.089,73.966,74.572,75.359,76.133,76.707,77.253,78.24,79.173,79.888,80.527,81.501,82.047,82.667,83.113,83.688,84.176,84.595,85.078,85.79,86.295,86.72,87.178,87.757,88.148,88.709,89.187,89.831,90.208,90.672,91.197,91.854,92.264,92.787,93.268,93.873,94.282,94.618,95.007,95.34,95.623,96.097,96.467,96.94,97.426,97.815,98.333,99.216,99.759,100.272,100.753,101.705,102.546,103.006,103.496,103.988,104.422,104.874,105.505,106.366,106.733,107.314,107.921,108.924,109.945,110.598,111.521,112.649,113.413,114.433,115.469,116.478,117.525,118.252,118.786,120.049,120.89
"64","55","      Food","BB10RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.716,68.859,68.882,69.235,69.425,69.946,70.398,71.065,71.806,72.444,72.679,73.163,73.444,74.492,76.031,76.257,77.437,78.602,79.321,79.947,81.106,81.762,82.566,82.885,84.032,84.831,84.771,84.947,85.107,85.44,85.741,85.896,86.261,86.753,87.048,87.556,87.899,87.999,88.222,88.52,89.072,89.94,90.654,91.432,92.233,93.325,94.045,94.235,94.478,94.69,95.023,95.335,95.55,95.779,96.188,96.67,97.171,97.482,97.928,98.42,98.974,99.694,100.35,100.982,101.842,102.624,103.705,104.163,104.665,104.864,105.232,105.575,106.057,106.83,107.57,108.969,109.802,111.117,111.258,111.536,111.821,112.852,113.295,113.804,114.426,114.958,115.899,116.617,118.28,119.693
